id,passed,max_logit_diff
17_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_ab_full_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_ba_snapshot_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_ba_full_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_history_invariance,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w0_all_ab_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w0_all_ba_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w0_all_history_invariance,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w0_all_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w4_none_history_invariance,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w4_all_ab_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w4_all_ba_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w4_all_history_invariance,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_norm_w4_all_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_none_ab_snapshot_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_none_ab_full_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_none_ba_snapshot_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_none_ba_full_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_parameters_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_parameters_optimizer_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_parameters_aux_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_parameters_optimizer_aux_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_all_ab_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_all_ba_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_all_history_invariance,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w0_all_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w4_parameters_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w4_parameters_optimizer_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w4_parameters_aux_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w4_parameters_optimizer_aux_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w4_all_ab_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w4_all_ba_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w4_all_history_invariance,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_tent_w4_all_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_none_ab_snapshot_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_none_ab_full_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_none_ba_snapshot_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_none_ba_full_replay,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_parameters_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_parameters_optimizer_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_parameters_aux_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_parameters_optimizer_aux_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_all_ab_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_all_ba_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_all_history_invariance,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_all_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_parameters_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_parameters_optimizer_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_parameters_aux_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_parameters_optimizer_aux_first_batch,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_all_ab_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_all_ba_cold_reset,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_all_history_invariance,True,0.0
17_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_all_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_ab_snapshot_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_ab_full_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_ba_snapshot_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_ba_full_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_all_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w0_all_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w4_none_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w4_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w4_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w4_all_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_source_w4_all_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_ab_snapshot_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_ab_full_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_ba_snapshot_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_ba_full_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_all_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w0_all_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w4_none_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w4_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w4_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w4_all_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_norm_w4_all_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_none_ab_snapshot_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_none_ab_full_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_none_ba_snapshot_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_none_ba_full_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_parameters_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_parameters_optimizer_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_parameters_aux_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_parameters_optimizer_aux_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_all_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w0_all_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w4_parameters_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w4_parameters_optimizer_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w4_parameters_aux_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w4_parameters_optimizer_aux_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w4_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w4_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w4_all_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_tent_w4_all_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_none_ab_snapshot_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_none_ab_full_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_none_ba_snapshot_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_none_ba_full_replay,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_parameters_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_parameters_optimizer_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_parameters_aux_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_parameters_optimizer_aux_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_all_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w0_all_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w4_parameters_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w4_parameters_optimizer_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w4_parameters_aux_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w4_parameters_optimizer_aux_first_batch,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w4_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w4_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w4_all_history_invariance,True,0.0
29_uci_internal_fixed_noise_brightness_to_blur_sar_complete_w4_all_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_none_ab_snapshot_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_none_ab_full_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_none_ba_snapshot_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_none_ba_full_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_none_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_all_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w0_all_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w4_none_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w4_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w4_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w4_all_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_source_w4_all_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_ab_snapshot_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_ab_full_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_ba_snapshot_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_ba_full_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_none_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_all_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w0_all_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w4_none_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w4_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w4_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w4_all_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_norm_w4_all_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_none_ab_snapshot_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_none_ab_full_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_none_ba_snapshot_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_none_ba_full_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_parameters_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_parameters_optimizer_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_parameters_aux_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_parameters_optimizer_aux_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_all_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w0_all_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w4_parameters_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w4_parameters_optimizer_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w4_parameters_aux_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w4_parameters_optimizer_aux_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w4_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w4_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w4_all_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_tent_w4_all_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_none_ab_snapshot_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_none_ab_full_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_none_ba_snapshot_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_none_ba_full_replay,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_parameters_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_parameters_optimizer_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_parameters_aux_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_parameters_optimizer_aux_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_all_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w0_all_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_parameters_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_parameters_optimizer_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_parameters_aux_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_parameters_optimizer_aux_first_batch,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_all_ab_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_all_ba_cold_reset,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_all_history_invariance,True,0.0
29_uci_internal_fixed_blur_noise_to_clean_sar_complete_w4_all_first_batch,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_ab_snapshot_replay,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_ab_full_replay,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_ba_snapshot_replay,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_ba_full_replay,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_none_history_invariance,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_all_ab_cold_reset,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_all_ba_cold_reset,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_all_history_invariance,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w0_all_first_batch,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w4_none_history_invariance,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w4_all_ab_cold_reset,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w4_all_ba_cold_reset,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w4_all_history_invariance,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_source_w4_all_first_batch,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_ab_snapshot_replay,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_ab_full_replay,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_ba_snapshot_replay,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_ba_full_replay,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_none_history_invariance,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_all_ab_cold_reset,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_all_ba_cold_reset,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_all_history_invariance,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w0_all_first_batch,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w4_none_history_invariance,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w4_all_ab_cold_reset,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w4_all_ba_cold_reset,True,0.0
43_uci_internal_fixed_noise_brightness_to_blur_norm_w4_all_history_invariance,True,0.0
